codelist,code,name,dataflow
CL_SOURCE,MAGEL,Ministry of Agriculture and Livestock,DF_AGRI_PROD
CL_SOURCE,BASE_COM_EXT,Foreign Trade Base,DF_AGRI_PROD
CL_SOURCE,INS_NGE,Source: Institut National de la statistique - INS Niger,DF_AGRI_PROD
CL_SPECULATION,ARA,Peanut,DF_AGRI_PROD
CL_SPECULATION,OIG,Onion,DF_AGRI_PROD
CL_SPECULATION,GOM,Okra,DF_AGRI_PROD
CL_SPECULATION,PIM,Pepper,DF_AGRI_PROD
CL_SPECULATION,TOM,Tomato,DF_AGRI_PROD
CL_SPECULATION,MIL,MIL,DF_AGRI_PROD
CL_SPECULATION,SOR,Sorghum,DF_AGRI_PROD
CL_SPECULATION,RIZ,Rice,DF_AGRI_PROD
CL_SPECULATION,MAI,But,DF_AGRI_PROD
CL_SPECULATION,NIE,Cowpea,DF_AGRI_PROD
CL_SPECULATION,ENS,Ensemble,DF_AGRI_PROD
CL_SPECULATION,CER,Cereals,DF_AGRI_PROD
CL_SPECULATION,FON,Fonio,DF_AGRI_PROD
CL_SPECULATION,LEG,Legumes,DF_AGRI_PROD
CL_SPECULATION,VOA,Voandzou,DF_AGRI_PROD
CL_SPECULATION,TUB,Tubers,DF_AGRI_PROD
CL_SPECULATION,MAN,Cassava,DF_AGRI_PROD
CL_SPECULATION,PAT,Sweet potato,DF_AGRI_PROD
CL_SPECULATION,POM,Potato,DF_AGRI_PROD
CL_TYPE_CULTURE,CUL_IND,Industrial crops,DF_AGRI_PROD
CL_TYPE_CULTURE,CUL_MAR,Market gardening,DF_AGRI_PROD
CL_TYPE_CULTURE,CUL_VIV,Food crops,DF_AGRI_PROD
CL_INDIC_EDUC_ENSUP,POP_TOT,Population du Niger au 1er octobre,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,POP_SCOL_SUP,Population scolarisable au supérieur (âgée de 20 à 24 ans),DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,ETAB_SUP,Nombre d'établissements (publics et privés) du supérieur,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,EFF_ETUD,Effectif total des étudiants (publics et privés),DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,ETUD_U_PUB,Effectif total des étudiants dans les Universités Publiques,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,ETUD_PRI,Effectif des étudiants dans les établissements privés,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,PROP_ETUD_PRI,Proportion d'étudiants inscrits dans le privé,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,PROP_ETUD_PCH,Nombre d'étudiants pour 100 000 habitants,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,RAP_FEM,Rapport de féminité au supérieur,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,PROP_FIL,Proportion des filles dans l'enseignement supérieur,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,EFF_ENS_PERM,Effectifs enseignants permanents des Universités Publiques,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,RAT_ETUD_ENS,Ratio étudiants/enseignant dans les Universités Publiques,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,ETUD_PA_AMP,Nombre d’étudiants pour une place assise en amphithéâtre,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,TBS_SUP,Taux brut de scolarisation au supérieur,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,ETUD_BOURS,Nombre d'étudiants boursiers,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,ETUD_AID_SOC,Nombre d'étudiants bénéficiaires de l'aide sociale,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,BAC_GEN,Taux de réussite au BAC général,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,BAC_PRO,Taux de réussite au BAC Professionnel,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,BAC_TECH,Taux de réussite au BAC Technique,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,BAC_GLOB,Taux de réussite général tous Bacs confondus,DF_BASE_MESRIT
CL_INDIC_EDUC_ENSUP,BTS_GLOB,Taux d'admissibilité au BTS d'Etat,DF_BASE_MESRIT
CL_SEXE,HOM,Homme,DF_BASE_MESRIT
CL_SEXE,FEM,Femme,DF_BASE_MESRIT
CL_SEXE,F,Féminin,DF_BASE_MESRIT
CL_SEXE,M,Masculin,DF_BASE_MESRIT
CL_SEXE,GAR,Garçon,DF_BASE_MESRIT
CL_SEXE,FIL,Fille,DF_BASE_MESRIT
CL_SEXE,TOT,Total,DF_BASE_MESRIT
CL_SEXE,ENS,Ensemble,DF_BASE_MESRIT
CL_SEXE,_Z,Non applicable,DF_BASE_MESRIT
CL_SEXE,_T,Total,DF_BASE_MESRIT
CL_STATUT,PUB,Public,DF_BASE_MESRIT
CL_STATUT,PRI,Privé,DF_BASE_MESRIT
CL_STATUT,ENS,Ensemble,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER,Percent,DF_BASE_MESRIT
CL_UNIT_MEASURE,NUMBER,Number,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_1000,‰,DF_BASE_MESRIT
CL_UNIT_MEASURE,IX,Index,DF_BASE_MESRIT
CL_UNIT_MEASURE,NBR,Number,DF_BASE_MESRIT
CL_UNIT_MEASURE,T,Tonne,DF_BASE_MESRIT
CL_UNIT_MEASURE,KG,kilogram,DF_BASE_MESRIT
CL_UNIT_MEASURE,L,Liter,DF_BASE_MESRIT
CL_UNIT_MEASURE,FT,Was,DF_BASE_MESRIT
CL_UNIT_MEASURE,HA,Hectare,DF_BASE_MESRIT
CL_UNIT_MEASURE,ELE_CLA,Students/Class,DF_BASE_MESRIT
CL_UNIT_MEASURE,ELE_MAI,Students/Teachers,DF_BASE_MESRIT
CL_UNIT_MEASURE,ANS,Years,DF_BASE_MESRIT
CL_UNIT_MEASURE,HBT_KM2,Inhabitants/km2,DF_BASE_MESRIT
CL_UNIT_MEASURE,ENF,Children/woman,DF_BASE_MESRIT
CL_UNIT_MEASURE,M_CFA,Thousands of CFA francs,DF_BASE_MESRIT
CL_UNIT_MEASURE,MIL_CFA,Millions of CFA francs,DF_BASE_MESRIT
CL_UNIT_MEASURE,BIL_CFA,Billions of CFA francs,DF_BASE_MESRIT
CL_UNIT_MEASURE,FCFA,CFA francs,DF_BASE_MESRIT
CL_UNIT_MEASURE,DLR,$,DF_BASE_MESRIT
CL_UNIT_MEASURE,M_DLR,Millions of US dollars,DF_BASE_MESRIT
CL_UNIT_MEASURE,BIL_DLR,Billions of US dollars,DF_BASE_MESRIT
CL_UNIT_MEASURE,M_EURO,Millions of Euros,DF_BASE_MESRIT
CL_UNIT_MEASURE,BIL_EURO,Billions of Euros,DF_BASE_MESRIT
CL_UNIT_MEASURE,1000_T,Thousands of tons,DF_BASE_MESRIT
CL_UNIT_MEASURE,1000_TET,Thousands of heads,DF_BASE_MESRIT
CL_UNIT_MEASURE,RANG,Rank,DF_BASE_MESRIT
CL_UNIT_MEASURE,1000_M3,Thousands of cubic meters,DF_BASE_MESRIT
CL_UNIT_MEASURE,RATIO,Ratio,DF_BASE_MESRIT
CL_UNIT_MEASURE,1000_T_KM,Thousands of ton-kilometers,DF_BASE_MESRIT
CL_UNIT_MEASURE,KM,Kilometer,DF_BASE_MESRIT
CL_UNIT_MEASURE,KG_HBT_AN,kg/inhabitant/year,DF_BASE_MESRIT
CL_UNIT_MEASURE,KWH,kWh,DF_BASE_MESRIT
CL_UNIT_MEASURE,MWH,Mwh,DF_BASE_MESRIT
CL_UNIT_MEASURE,HS,Hours/week,DF_BASE_MESRIT
CL_UNIT_MEASURE,M,Month,DF_BASE_MESRIT
CL_UNIT_MEASURE,M_KWH,Millions of kWh,DF_BASE_MESRIT
CL_UNIT_MEASURE,MIL,Millions,DF_BASE_MESRIT
CL_UNIT_MEASURE,RM,Number of men per 100 women,DF_BASE_MESRIT
CL_UNIT_MEASURE,H,HOUR,DF_BASE_MESRIT
CL_UNIT_MEASURE,TM,Metric ton,DF_BASE_MESRIT
CL_UNIT_MEASURE,1000000_M3,Millions of cubic meters,DF_BASE_MESRIT
CL_UNIT_MEASURE,M_L,Thousands of liters,DF_BASE_MESRIT
CL_UNIT_MEASURE,UNIT,Unit,DF_BASE_MESRIT
CL_UNIT_MEASURE,_T,All currencies of denomination,DF_BASE_MESRIT
CL_UNIT_MEASURE,DY,Days,DF_BASE_MESRIT
CL_UNIT_MEASURE,EUR,Euro,DF_BASE_MESRIT
CL_UNIT_MEASURE,EUR_R_KG,Euro per kilogram,DF_BASE_MESRIT
CL_UNIT_MEASURE,EUR_R_KG_L,EUR per kg Chain linked volumes,DF_BASE_MESRIT
CL_UNIT_MEASURE,FRF,French franc,DF_BASE_MESRIT
CL_UNIT_MEASURE,GR,Grams,DF_BASE_MESRIT
CL_UNIT_MEASURE,GT,Gross tonnage (GT),DF_BASE_MESRIT
CL_UNIT_MEASURE,GW,Gigawatt,DF_BASE_MESRIT
CL_UNIT_MEASURE,GWHR,Gigawatt-hour,DF_BASE_MESRIT
CL_UNIT_MEASURE,HL,Hectolitre,DF_BASE_MESRIT
CL_UNIT_MEASURE,HR,Hours,DF_BASE_MESRIT
CL_UNIT_MEASURE,HW,Hours worked,DF_BASE_MESRIT
CL_UNIT_MEASURE,KCAL,Kilocalorie,DF_BASE_MESRIT
CL_UNIT_MEASURE,KG_R_GDP_USD,kg per dollar of GDP in USD,DF_BASE_MESRIT
CL_UNIT_MEASURE,KGCO2E_R_KG,Kg of CO2E per Kg of Product,DF_BASE_MESRIT
CL_UNIT_MEASURE,KGOE,Kilogram of oil equivalent (KGOE),DF_BASE_MESRIT
CL_UNIT_MEASURE,KL,Kilolitres,DF_BASE_MESRIT
CL_UNIT_MEASURE,KM2,Square kilometre,DF_BASE_MESRIT
CL_UNIT_MEASURE,KW,Kilowatt,DF_BASE_MESRIT
CL_UNIT_MEASURE,KWHR,Kilowatt-hour,DF_BASE_MESRIT
CL_UNIT_MEASURE,LT,Litres,DF_BASE_MESRIT
CL_UNIT_MEASURE,M3,Cubic metre,DF_BASE_MESRIT
CL_UNIT_MEASURE,MN,Minute,DF_BASE_MESRIT
CL_UNIT_MEASURE,MQ,Square Metres,DF_BASE_MESRIT
CL_UNIT_MEASURE,MW,Megawatt,DF_BASE_MESRIT
CL_UNIT_MEASURE,MY,Man Years,DF_BASE_MESRIT
CL_UNIT_MEASURE,OZ,Ounces,DF_BASE_MESRIT
CL_UNIT_MEASURE,PA,Percent per annum,DF_BASE_MESRIT
CL_UNIT_MEASURE,PD,Percentage points,DF_BASE_MESRIT
CL_UNIT_MEASURE,PE_R_KG,PPS per kg,DF_BASE_MESRIT
CL_UNIT_MEASURE,PO,Points,DF_BASE_MESRIT
CL_UNIT_MEASURE,PP,Purchasing power parities,DF_BASE_MESRIT
CL_UNIT_MEASURE,PS,Persons,DF_BASE_MESRIT
CL_UNIT_MEASURE,RT,Interest rate,DF_BASE_MESRIT
CL_UNIT_MEASURE,TCO2E,Tonnes of CO2-equivalent,DF_BASE_MESRIT
CL_UNIT_MEASURE,TCO2E_R_POP,Tonnes of CO2-equivalent per capita,DF_BASE_MESRIT
CL_UNIT_MEASURE,TN_R_POP,Tonnes per capita,DF_BASE_MESRIT
CL_UNIT_MEASURE,TN_RME,Tonnes in raw material equivalents,DF_BASE_MESRIT
CL_UNIT_MEASURE,TSO2E,Tonnes of SO2-equivalent,DF_BASE_MESRIT
CL_UNIT_MEASURE,TSO2E_R_POP,Tonnes of SO2-equivalent per capita,DF_BASE_MESRIT
CL_UNIT_MEASURE,USD_R_KG,USD per kilogram,DF_BASE_MESRIT
CL_UNIT_MEASURE,XAF,CFA franc / BEAC,DF_BASE_MESRIT
CL_UNIT_MEASURE,XAG,Silver,DF_BASE_MESRIT
CL_UNIT_MEASURE,XAU,Gold,DF_BASE_MESRIT
CL_UNIT_MEASURE,XOF,CFA franc / BCEAO,DF_BASE_MESRIT
CL_UNIT_MEASURE,KML,Linear Kilometer,DF_BASE_MESRIT
CL_UNIT_MEASURE,XOF_PER_KG,FCFA PER KG,DF_BASE_MESRIT
CL_UNIT_MEASURE,USD,US Dollar,DF_BASE_MESRIT
CL_UNIT_MEASURE,LCU,Local Currency Unit,DF_BASE_MESRIT
CL_UNIT_MEASURE,PPP_USD,PPP US Dollar,DF_BASE_MESRIT
CL_UNIT_MEASURE,PERSON,Persons,DF_BASE_MESRIT
CL_UNIT_MEASURE,HOUSEHOLD,Households,DF_BASE_MESRIT
CL_UNIT_MEASURE,ENTERPRISE,Enterprises,DF_BASE_MESRIT
CL_UNIT_MEASURE,PERCENT,Percent (%),DF_BASE_MESRIT
CL_UNIT_MEASURE,RATE,Rate,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_CAPITA,Per capita,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_EMPLOYEE,Per employee,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_KM2,Per square kilometer,DF_BASE_MESRIT
CL_UNIT_MEASURE,IDX,Index,DF_BASE_MESRIT
CL_UNIT_MEASURE,VOLUME_INDEX,Volume index,DF_BASE_MESRIT
CL_UNIT_MEASURE,PRICE_INDEX,Price index,DF_BASE_MESRIT
CL_UNIT_MEASURE,TONNE,Metric ton,DF_BASE_MESRIT
CL_UNIT_MEASURE,TOE,Ton of oil equivalent,DF_BASE_MESRIT
CL_UNIT_MEASURE,GWH,Gigawatt hour,DF_BASE_MESRIT
CL_UNIT_MEASURE,CO2_TONNE,Tonnes of CO2,DF_BASE_MESRIT
CL_UNIT_MEASURE,DAY,Day,DF_BASE_MESRIT
CL_UNIT_MEASURE,MONTH,Month,DF_BASE_MESRIT
CL_UNIT_MEASURE,YEAR,Year,DF_BASE_MESRIT
CL_UNIT_MEASURE,HOUR,Hour,DF_BASE_MESRIT
CL_UNIT_MEASURE,EMPLOYED,Employed persons,DF_BASE_MESRIT
CL_UNIT_MEASURE,UNEMPLOYED,Unemployed persons,DF_BASE_MESRIT
CL_UNIT_MEASURE,HOURS_WORKED,Hours worked,DF_BASE_MESRIT
CL_UNIT_MEASURE,PERCENT_GDP,Percent of GDP,DF_BASE_MESRIT
CL_UNIT_MEASURE,BASIS_POINT,Basis point,DF_BASE_MESRIT
CL_UNIT_MEASURE,TONNE_PER_HA,Tonnes per hectare,DF_BASE_MESRIT
CL_UNIT_MEASURE,KG_PER_CAPITA,Kg per capita,DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_AGE,Mean age,DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_DAYS,Mean effective average duration in days,DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_PWB,"Mean values from 0 to 100, with better psychological well-being corresponding to higher scores",DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_SPWB,"Standardised mean values from 0 to 100, with better psychological well-being corresponding to higher scores",DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_SCORE,"Average score, using a scale from 0 to 10",DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_NUMB_USER,Average number per user,DF_BASE_MESRIT
CL_UNIT_MEASURE,AVG_NY,Average number of years,DF_BASE_MESRIT
CL_UNIT_MEASURE,ASCERT,% ratio between the amount of collections on the accruals account and the ascertained revenue,DF_BASE_MESRIT
CL_UNIT_MEASURE,EMPL_4,"Per 10,000 in employment (excluding the armed forces)",DF_BASE_MESRIT
CL_UNIT_MEASURE,EURO_PC,Euros per capita,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_10P3_HAB,"Per 1,000 inhabitants",DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_10P4_HAB,"Per 10,000 inhabitants",DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_10P5_HAB,"Per 100,000 inhabitants",DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_10P6_HAB,Per millions of inhabitants,DF_BASE_MESRIT
CL_UNIT_MEASURE,KG_PER_HAB,Kg per inhabitant,DF_BASE_MESRIT
CL_UNIT_MEASURE,VAL_PER_HAB,Values per inhabitant,DF_BASE_MESRIT
CL_UNIT_MEASURE,MINUT,Minutes,DF_BASE_MESRIT
CL_UNIT_MEASURE,YRS_AVG,Average number of years,DF_BASE_MESRIT
CL_UNIT_MEASURE,DAYS,Number of days,DF_BASE_MESRIT
CL_UNIT_MEASURE,KG_PER_INHA,Kg per inhabitant,DF_BASE_MESRIT
CL_UNIT_MEASURE,M2_PER_INHA,M2 per inhabitant,DF_BASE_MESRIT
CL_UNIT_MEASURE,MICROGRAMS_PER_M3,Microgram per m3,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_10P2_KM2,Per 100 km2,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_10P2_M2,Per 100 m2,DF_BASE_MESRIT
CL_UNIT_MEASURE,VAL_PER_INHA,Values per inhabitant,DF_BASE_MESRIT
CL_UNIT_MEASURE,DECILE_ASCEND,decile class (1= minimum,DF_BASE_MESRIT
CL_UNIT_MEASURE,PER_100_INHA,Per 100 inhabitants,DF_BASE_MESRIT
CL_UNIT_MEASURE,VENTILE_ASCEND,ventile class (1 = minimum,DF_BASE_MESRIT
CL_UNIT_MEASURE,WEEKS,Weeks,DF_BASE_MESRIT
CL_UNIT_MEASURE,YEARS,Years,DF_BASE_MESRIT
CL_UNIT_MEASURE,JOBS,Jobs,DF_BASE_MESRIT
CL_UNIT_MEASURE,SCORE,Score,DF_BASE_MESRIT
CL_UNIT_MEASURE,CASES,Cases,DF_BASE_MESRIT
CL_UNIT_MEASURE,WORKPLACES,Workplaces,DF_BASE_MESRIT
CL_UNIT_MEASURE,BINARY,Binary,DF_BASE_MESRIT
CL_UNIT_MEASURE,BIRTHS,Births,DF_BASE_MESRIT
CL_UNIT_MEASURE,PROBABILITY,Probability,DF_BASE_MESRIT
CL_UNIT_MEASURE,LITRES,Litres,DF_BASE_MESRIT
CL_UNIT_MEASURE,SQ_M,Square metres,DF_BASE_MESRIT
CL_UNIT_MEASURE,FTE,Full time equivalent,DF_BASE_MESRIT
CL_UNIT_MEASURE,NBR_HEAD,Nombre of head,DF_BASE_MESRIT
CL_INDIC_COM_EXT,TXG_R_TN,"Exports, Volume",DF_COM_EXT
CL_INDIC_COM_EXT,TXG_FOB_XDC,"Exports, Value",DF_COM_EXT
CL_INDIC_COM_EXT,TMG_R_TN,"Imports, Volume",DF_COM_EXT
CL_INDIC_COM_EXT,TMG_CIF_XDC,"Imports, Value",DF_COM_EXT
CL_INDIC_COM_EXT,TB_XDC,Trade Balance,DF_COM_EXT
CL_OBS_STATUS,E,Estimated value,DF_COM_EXT
CL_OBS_STATUS,F,Forecast value,DF_COM_EXT
CL_OBS_STATUS,P,Provisional value,DF_COM_EXT
CL_OBS_STATUS,RV,Revised estimates,DF_COM_EXT
CL_OBS_STATUS,NA,Not Available,DF_COM_EXT
CL_OBS_STATUS,A,Normal,DF_COM_EXT
CL_OBS_STATUS,B,Rupture de série,DF_COM_EXT
CL_OBS_STATUS,C,Confidentiel,DF_COM_EXT
CL_OBS_STATUS,D,Définition différente,DF_COM_EXT
CL_OBS_STATUS,G,Valeur expérimentale,DF_COM_EXT
CL_OBS_STATUS,I,Valeur imputée par une agence réceptrice,DF_COM_EXT
CL_OBS_STATUS,J,Dérogation,DF_COM_EXT
CL_OBS_STATUS,K,Données incluses dans une autre catégorie,DF_COM_EXT
CL_OBS_STATUS,M,Valeur manquante,DF_COM_EXT
CL_OBS_STATUS,N,Non significatif,DF_COM_EXT
CL_OBS_STATUS,S,Grève et autres événements exceptionnels,DF_COM_EXT
CL_OBS_STATUS,U,Fiabilité faible,DF_COM_EXT
CL_OBS_STATUS,V,Valeur non validée,DF_COM_EXT
CL_OBS_STATUS,W,Inclut des données d’une autre catégorie,DF_COM_EXT
CL_UNIT_MULT,6,Millions,DF_COM_EXT
CL_UNIT_MULT,9,Billions,DF_COM_EXT
CL_UNIT_MULT,0,Unit,DF_COM_EXT
CL_UNIT_MULT,1,Ten,DF_COM_EXT
CL_UNIT_MULT,2,Hundred,DF_COM_EXT
CL_UNIT_MULT,3,Thousand,DF_COM_EXT
CL_INDIC_COM,INDIC_COM_PM,Parc Mobile (En nombre),DF_COM_TEL
CL_INDIC_COM,INDIC_COM_PF,Parc Fixe (En nombre),DF_COM_TEL
CL_INDIC_COM,INDIC_COM_TA,Total abonnés (En nombre),DF_COM_TEL
CL_INDIC_COM,INDIC_COM_TPF,Taux de pénétration Fixe (%),DF_COM_TEL
CL_INDIC_COM,INDIC_COM_TPM,Taux de pénétration Mobile (%),DF_COM_TEL
CL_INDIC_COM,INDIC_COM_TPT,Taux de pénétration totale (%),DF_COM_TEL
CL_UNIT_MESURE,NBR,Number,DF_COM_TEL
CL_UNIT_MESURE,PER,%,DF_COM_TEL
CL_INDIC_DET_COND,INDIC_DET_COND,Number of Convicted Persons by Type of Offense,DF_DET_COND_INFRAC
CL_INFRACTION,ABU_CON,Breach of trust,DF_DET_COND_INFRAC
CL_INFRACTION,ACT_IMP,Indecent acts on minors of the same sex,DF_DET_COND_INFRAC
CL_INFRACTION,ADU_LTE,Adultery,DF_DET_COND_INFRAC
CL_INFRACTION,ASS_MAL,Criminal conspiracy,DF_DET_COND_INFRAC
CL_INFRACTION,ATT_PUD,Indecent assault,DF_DET_COND_INFRAC
CL_INFRACTION,AVO_RTE,Abortion,DF_DET_COND_INFRAC
CL_INFRACTION,BLE_INV,Unintentional injuries,DF_DET_COND_INFRAC
CL_INFRACTION,COR_RUP,Corruption,DF_DET_COND_INFRAC
CL_INFRACTION,COU_BLE,Intentional assault and battery,DF_DET_COND_INFRAC
CL_INFRACTION,DEF_ASS,Lack of insurance,DF_DET_COND_INFRAC
CL_INFRACTION,DEN_CAL,False accusation,DF_DET_COND_INFRAC
CL_INFRACTION,DET_ILL,Illegal possession of weapons,DF_DET_COND_INFRAC
CL_INFRACTION,DET_MIN,Child abduction,DF_DET_COND_INFRAC
CL_INFRACTION,DET_DEN,Misappropriation of public funds,DF_DET_COND_INFRAC
CL_INFRACTION,ESC_ROQ,Scam,DF_DET_COND_INFRAC
